0, Altura: 260, Velocidade: 100, Pressão: 254
92,72112, Altura: 36790, Velocidade: 28236, Pressão: 254
93,05446, Altura: 36920, Velocidade: 28336, Pressão: 254
93,38779, Altura: 37050, Velocidade: 28436, Pressão: 254
93,72112, Altura: 37180, Velocidade: 28536, Pressão: 254
94,05446, Altura: 37310, Velocidade: 28636, Pressão: 254
94,38779, Altura: 37440, Velocidade: 28736, Pressão: 254
94,72112, Altura: 37570, Velocidade: 28836, Pressão: 254
95,05446, Altura: 37700, Velocidade: 28936, Pressão: 254
95,38779, Altura: 37830, Velocidade: 29037, Pressão: 254
95,72112, Altura: 37960, Velocidade: 29137, Pressão: 254
96,05446, Altura: 38090, Velocidade: 29237, Pressão: 254
96,38779, Altura: 38220, Velocidade: 29337, Pressão: 254
96,72112, Altura: 38350, Velocidade: 29437, Pressão: 254
97,05446, Altura: 38480, Velocidade: 29537, Pressão: 254
97,38779, Altura: 38610, Velocidade: 29637, Pressão: 254
97,72112, Altura: 38740, Velocidade: 29738, Pressão: 254
98,05446, Altura: 38870, Velocidade: 29838, Pressão: 254
98,38779, Altura: 39000, Velocidade: 29938, Pressão: 254
98,72112, Altura: 39130, Velocidade: 30038, Pressão: 254
99,05446, Altura: 39260, Velocidade: 30138, Pressão: 254
99,38779, Altura: 39390, Velocidade: 30238, Pressão: 254
99,72112, Altura: 39520, Velocidade: 30338, Pressão: 254
100,0545, Altura: 39650, Velocidade: 30439, Pressão: 254
100,3878, Altura: 39780, Velocidade: 30539, Pressão: 254
100,7211, Altura: 39910, Velocidade: 30639, Pressão: 254
101,0545, Altura: 40040, Velocidade: 30739, Pressão: 254
101,3878, Altura: 40170, Velocidade: 30839, Pressão: 254
101,7211, Altura: 40300, Velocidade: 30939, Pressão: 254
102,0545, Altura: 40430, Velocidade: 31039, Pressão: 254
102,3878, Altura: 40560, Velocidade: 31139, Pressão: 254
102,7211, Altura: 40690, Velocidade: 31239, Pressão: 254
103,0545, Altura: 40820, Velocidade: 31340, Pressão: 254
103,3878, Altura: 40950, Velocidade: 31440, Pressão: 254
103,7211, Altura: 41080, Velocidade: 31540, Pressão: 254
104,0545, Altura: 41210, Velocidade: 31640, Pressão: 254
104,3878, Altura: 41340, Velocidade: 31740, Pressão: 254
104,7211, Altura: 41470, Velocidade: 31840, Pressão: 254
105,0545, Altura: 41600, Velocidade: 31940, Pressão: 254
105,3878, Altura: 41730, Velocidade: 32041, Pressão: 254
105,7211, Altura: 41860, Velocidade: 32141, Pressão: 254
106,0545, Altura: 41990, Velocidade: 32241, Pressão: 254
106,3878, Altura: 42120, Velocidade: 32341, Pressão: 254
106,7211, Altura: 42250, Velocidade: 32441, Pressão: 254
107,0545, Altura: 42380, Velocidade: 32541, Pressão: 254
107,3878, Altura: 42510, Velocidade: 32641, Pressão: 254
107,7211, Altura: 42640, Velocidade: 32741, Pressão: 254
108,0545, Altura: 42770, Velocidade: 32842, Pressão: 254
108,3878, Altura: 42900, Velocidade: 32942, Pressão: 254
108,7211, Altura: 43030, Velocidade: 33042, Pressão: 254
109,0545, Altura: 43160, Velocidade: 33142, Pressão: 254
109,3878, Altura: 43290, Velocidade: 33242, Pressão: 254
109,7211, Altura: 43420, Velocidade: 33342, Pressão: 254
110,0545, Altura: 43550, Velocidade: 33442, Pressão: 254
110,3878, Altura: 43680, Velocidade: 33542, Pressão: 254
110,7211, Altura: 43810, Velocidade: 33642, Pressão: 254
111,0545, Altura: 43940, Velocidade: 33743, Pressão: 254
111,3878, Altura: 44070, Velocidade: 33843, Pressão: 254
111,7211, Altura: 44200, Velocidade: 33943, Pressão: 254
112,0545, Altura: 44330, Velocidade: 34043, Pressão: 254
112,3878, Altura: 44460, Velocidade: 34143, Pressão: 254
112,7211, Altura: 44590, Velocidade: 34243, Pressão: 254
113,0545, Altura: 44720, Velocidade: 34344, Pressão: 254
113,3878, Altura: 44850, Velocidade: 34444, Pressão: 254
113,7211, Altura: 44980, Velocidade: 34544, Pressão: 254
114,0545, Altura: 45110, Velocidade: 34644, Pressão: 254
114,3878, Altura: 45240, Velocidade: 34744, Pressão: 254
114,7211, Altura: 45370, Velocidade: 34844, Pressão: 254
115,0545, Altura: 45500, Velocidade: 34944, Pressão: 254
115,3878, Altura: 45630, Velocidade: 35044, Pressão: 254
115,7211, Altura: 45760, Velocidade: 35145, Pressão: 254
116,0545, Altura: 45890, Velocidade: 35245, Pressão: 254
116,3878, Altura: 46020, Velocidade: 35345, Pressão: 254
116,7211, Altura: 46150, Velocidade: 35445, Pressão: 254
117,0545, Altura: 46280, Velocidade: 35545, Pressão: 254
117,3878, Altura: 46410, Velocidade: 35645, Pressão: 254
117,7211, Altura: 46540, Velocidade: 35745, Pressão: 254
118,0545, Altura: 46670, Velocidade: 35845, Pressão: 254
118,3878, Altura: 46800, Velocidade: 35946, Pressão: 254
118,7211, Altura: 46930, Velocidade: 36046, Pressão: 254
119,0545, Altura: 47060, Velocidade: 36146, Pressão: 254
119,3878, Altura: 47190, Velocidade: 36246, Pressão: 254
119,7211, Altura: 47320, Velocidade: 36346, Pressão: 254
120,0545, Altura: 47450, Velocidade: 36446, Pressão: 254
120,3878, Altura: 47580, Velocidade: 36546, Pressão: 254
120,7211, Altura: 47710, Velocidade: 36647, Pressão: 254
121,0545, Altura: 47840, Velocidade: 36747, Pressão: 254
121,3878, Altura: 47970, Velocidade: 36847, Pressão: 254
121,7211, Altura: 48100, Velocidade: 36947, Pressão: 254
122,0545, Altura: 48230, Velocidade: 37047, Pressão: 254
122,3878, Altura: 48360, Velocidade: 37147, Pressão: 254
122,7211, Altura: 48490, Velocidade: 37247, Pressão: 254
123,0545, Altura: 48620, Velocidade: 37347, Pressão: 254
123,3878, Altura: 48750, Velocidade: 37448, Pressão: 254
123,7211, Altura: 48880, Velocidade: 37548, Pressão: 254
124,0545, Altura: 49010, Velocidade: 37648, Pressão: 254
124,3878, Altura: 49140, Velocidade: 37748, Pressão: 254
124,7211, Altura: 49270, Velocidade: 37848, Pressão: 254
125,0545, Altura: 49400, Velocidade: 37948, Pressão: 254
125,3878, Altura: 49530, Velocidade: 38048, Pressão: 254
125,7211, Altura: 49660, Velocidade: 38148, Pressão: 254
126,0545, Altura: 49790, Velocidade: 38249, Pressão: 254
126,3878, Altura: 49920, Velocidade: 38349, Pressão: 254
126,7211, Altura: 50050, Velocidade: 38449, Pressão: 254
127,0545, Altura: 50180, Velocidade: 38549, Pressão: 254
127,3878, Altura: 50310, Velocidade: 38649, Pressão: 254
127,7211, Altura: 50440, Velocidade: 38749, Pressão: 254
128,0545, Altura: 50570, Velocidade: 38849, Pressão: 254
128,3878, Altura: 50700, Velocidade: 38950, Pressão: 254
128,7211, Altura: 50830, Velocidade: 39050, Pressão: 254
129,0545, Altura: 50960, Velocidade: 39150, Pressão: 254
129,3878, Altura: 51090, Velocidade: 39250, Pressão: 254
129,7211, Altura: 51220, Velocidade: 39350, Pressão: 254
130,0545, Altura: 51350, Velocidade: 39450, Pressão: 254
130,3878, Altura: 51480, Velocidade: 39550, Pressão: 254
130,7211, Altura: 51610, Velocidade: 39650, Pressão: 254
131,0545, Altura: 51740, Velocidade: 39751, Pressão: 254
131,3878, Altura: 51870, Velocidade: 39851, Pressão: 254
131,7211, Altura: 52000, Velocidade: 39951, Pressão: 254
132,0545, Altura: 52130, Velocidade: 40051, Pressão: 254
132,3878, Altura: 52260, Velocidade: 40151, Pressão: 254
132,7211, Altura: 52390, Velocidade: 40251, Pressão: 254
133,0545, Altura: 52520, Velocidade: 40351, Pressão: 254
133,3878, Altura: 52650, Velocidade: 40451, Pressão: 254
133,7211, Altura: 52780, Velocidade: 40552, Pressão: 254
134,0545, Altura: 52910, Velocidade: 40652, Pressão: 254
134,3878, Altura: 53040, Velocidade: 40752, Pressão: 254
134,7211, Altura: 53170, Velocidade: 40852, Pressão: 254
135,0545, Altura: 53300, Velocidade: 40952, Pressão: 254
135,3878, Altura: 53430, Velocidade: 41052, Pressão: 254
135,7211, Altura: 53560, Velocidade: 41152, Pressão: 254
136,0545, Altura: 53690, Velocidade: 41252, Pressão: 254
136,3878, Altura: 53820, Velocidade: 41353, Pressão: 254
136,7211, Altura: 53950, Velocidade: 41453, Pressão: 254
137,0545, Altura: 54080, Velocidade: 41553, Pressão: 254
137,3878, Altura: 54210, Velocidade: 41653, Pressão: 254
137,7211, Altura: 54340, Velocidade: 41753, Pressão: 254
138,0545, Altura: 54470, Velocidade: 41853, Pressão: 254
138,3878, Altura: 54600, Velocidade: 41953, Pressão: 254
138,7211, Altura: 54730, Velocidade: 42054, Pressão: 254
139,0545, Altura: 54860, Velocidade: 42154, Pressão: 254
139,3878, Altura: 54990, Velocidade: 42254, Pressão: 254
139,7211, Altura: 55120, Velocidade: 42354, Pressão: 254
140,0545, Altura: 55250, Velocidade: 42454, Pressão: 254
140,3878, Altura: 55380, Velocidade: 42554, Pressão: 254
140,7211, Altura: 55510, Velocidade: 42654, Pressão: 254
141,0545, Altura: 55640, Velocidade: 42754, Pressão: 254
141,3878, Altura: 55770, Velocidade: 42855, Pressão: 254
141,7211, Altura: 55900, Velocidade: 42955, Pressão: 254
142,0545, Altura: 56030, Velocidade: 43055, Pressão: 254
142,3878, Altura: 56160, Velocidade: 43155, Pressão: 254
142,7211, Altura: 56290, Velocidade: 43255, Pressão: 254
143,0545, Altura: 56420, Velocidade: 43355, Pressão: 254
143,3878, Altura: 56550, Velocidade: 43455, Pressão: 254
143,7211, Altura: 56680, Velocidade: 43555, Pressão: 254
144,0545, Altura: 56810, Velocidade: 43656, Pressão: 254
144,3878, Altura: 56940, Velocidade: 43756, Pressão: 254
144,7211, Altura: 57070, Velocidade: 43856, Pressão: 254
145,0545, Altura: 57200, Velocidade: 43956, Pressão: 254
145,3878, Altura: 57330, Velocidade: 44056, Pressão: 254
145,7211, Altura: 57460, Velocidade: 44156, Pressão: 254
146,0545, Altura: 57590, Velocidade: 44256, Pressão: 254
146,3878, Altura: 57720, Velocidade: 44357, Pressão: 254
146,7211, Altura: 57850, Velocidade: 44457, Pressão: 254
147,0545, Altura: 57980, Velocidade: 44557, Pressão: 254
147,3878, Altura: 58110, Velocidade: 44657, Pressão: 254
147,7211, Altura: 58240, Velocidade: 44757, Pressão: 254
148,0545, Altura: 58370, Velocidade: 44857, Pressão: 254
148,3878, Altura: 58500, Velocidade: 44957, Pressão: 254
148,7211, Altura: 58630, Velocidade: 45058, Pressão: 254
149,0545, Altura: 58760, Velocidade: 45158, Pressão: 254
149,3878, Altura: 58890, Velocidade: 45258, Pressão: 254
149,7211, Altura: 59020, Velocidade: 45358, Pressão: 254
150,0545, Altura: 59150, Velocidade: 45458, Pressão: 254
150,3878, Altura: 59280, Velocidade: 45558, Pressão: 254
150,7211, Altura: 59410, Velocidade: 45658, Pressão: 254
151,0545, Altura: 59540, Velocidade: 45758, Pressão: 254
151,3878, Altura: 59670, Velocidade: 45858, Pressão: 254
151,7211, Altura: 59800, Velocidade: 45959, Pressão: 254
152,0545, Altura: 59930, Velocidade: 46059, Pressão: 254
152,3878, Altura: 60060, Velocidade: 46159, Pressão: 254
152,7211, Altura: 60190, Velocidade: 46259, Pressão: 254
153,0545, Altura: 60320, Velocidade: 46359, Pressão: 254
153,3878, Altura: 60450, Velocidade: 46459, Pressão: 254
153,7211, Altura: 60580, Velocidade: 46559, Pressão: 254
154,0545, Altura: 60710, Velocidade: 46660, Pressão: 254
154,3878, Altura: 60840, Velocidade: 46760, Pressão: 254
154,7211, Altura: 60970, Velocidade: 46860, Pressão: 254
155,0545, Altura: 61100, Velocidade: 46960, Pressão: 254
155,3878, Altura: 61230, Velocidade: 47060, Pressão: 254
155,7211, Altura: 61360, Velocidade: 47160, Pressão: 254
156,0545, Altura: 61490, Velocidade: 47260, Pressão: 254
156,3878, Altura: 61620, Velocidade: 47361, Pressão: 254
156,7211, Altura: 61750, Velocidade: 47461, Pressão: 254
157,0545, Altura: 61880, Velocidade: 47561, Pressão: 254
157,3878, Altura: 62010, Velocidade: 47661, Pressão: 254
157,7211, Altura: 62140, Velocidade: 47761, Pressão: 254
158,0545, Altura: 62270, Velocidade: 47861, Pressão: 254
158,3878, Altura: 62400, Velocidade: 47961, Pressão: 254
158,7211, Altura: 62530, Velocidade: 48061, Pressão: 254
159,0545, Altura: 62660, Velocidade: 48161, Pressão: 254
159,3878, Altura: 62790, Velocidade: 48262, Pressão: 254
159,7211, Altura: 62920, Velocidade: 48362, Pressão: 254
160,0545, Altura: 63050, Velocidade: 48462, Pressão: 254
160,3878, Altura: 63180, Velocidade: 48562, Pressão: 254
160,7211, Altura: 63310, Velocidade: 48662, Pressão: 254
161,0545, Altura: 63440, Velocidade: 48762, Pressão: 254
161,3878, Altura: 63570, Velocidade: 48862, Pressão: 254
161,7211, Altura: 63700, Velocidade: 48963, Pressão: 254
162,0545, Altura: 63830, Velocidade: 49063, Pressão: 254
162,3878, Altura: 63960, Velocidade: 49163, Pressão: 254
162,7211, Altura: 64090, Velocidade: 49263, Pressão: 254
163,0545, Altura: 64220, Velocidade: 49363, Pressão: 254
163,3878, Altura: 64350, Velocidade: 49463, Pressão: 254
163,7211, Altura: 64480, Velocidade: 49563, Pressão: 254
164,0545, Altura: 64610, Velocidade: 49663, Pressão: 254
164,3878, Altura: 64740, Velocidade: 49764, Pressão: 254
164,7211, Altura: 64870, Velocidade: 49864, Pressão: 254
165,0545, Altura: 65000, Velocidade: 49964, Pressão: 254
165,3878, Altura: 65130, Velocidade: 50064, Pressão: 254
165,7211, Altura: 65260, Velocidade: 50164, Pressão: 254
166,0545, Altura: 65390, Velocidade: 50264, Pressão: 254
166,3878, Altura: 65520, Velocidade: 50364, Pressão: 254
166,7211, Altura: 65650, Velocidade: 50464, Pressão: 254
167,0545, Altura: 65780, Velocidade: 50565, Pressão: 254
167,3878, Altura: 65910, Velocidade: 50665, Pressão: 254
167,7211, Altura: 66040, Velocidade: 50765, Pressão: 254
168,0545, Altura: 66170, Velocidade: 50865, Pressão: 254
168,3878, Altura: 66300, Velocidade: 50965, Pressão: 254
168,7211, Altura: 66430, Velocidade: 51065, Pressão: 254
169,0545, Altura: 66560, Velocidade: 51165, Pressão: 254
169,3878, Altura: 66690, Velocidade: 51266, Pressão: 254
169,7211, Altura: 66820, Velocidade: 51366, Pressão: 254
170,0545, Altura: 66950, Velocidade: 51466, Pressão: 254
170,3878, Altura: 67080, Velocidade: 51566, Pressão: 254
170,7211, Altura: 67210, Velocidade: 51666, Pressão: 254
171,0545, Altura: 67340, Velocidade: 51766, Pressão: 254
171,3878, Altura: 67470, Velocidade: 51866, Pressão: 254
171,7211, Altura: 67600, Velocidade: 51966, Pressão: 254
172,0545, Altura: 67730, Velocidade: 52067, Pressão: 254
172,3878, Altura: 67860, Velocidade: 52167, Pressão: 254
172,7211, Altura: 67990, Velocidade: 52267, Pressão: 254
173,0545, Altura: 68120, Velocidade: 52367, Pressão: 254
173,3878, Altura: 68250, Velocidade: 52467, Pressão: 254
173,7211, Altura: 68380, Velocidade: 52567, Pressão: 254
174,0545, Altura: 68510, Velocidade: 52667, Pressão: 254
174,3878, Altura: 68640, Velocidade: 52767, Pressão: 254
174,7211, Altura: 68770, Velocidade: 52868, Pressão: 254
175,0545, Altura: 68900, Velocidade: 52968, Pressão: 254
175,3878, Altura: 69030, Velocidade: 53068, Pressão: 254
175,7211, Altura: 69160, Velocidade: 53168, Pressão: 254
176,0545, Altura: 69290, Velocidade: 53268, Pressão: 254
176,3878, Altura: 69420, Velocidade: 53368, Pressão: 254
176,7211, Altura: 69550, Velocidade: 53468, Pressão: 254
177,0545, Altura: 69680, Velocidade: 53569, Pressão: 254
177,3878, Altura: 69810, Velocidade: 53669, Pressão: 254
177,7211, Altura: 69940, Velocidade: 53769, Pressão: 254
178,0545, Altura: 70070, Velocidade: 53869, Pressão: 254
178,3878, Altura: 70200, Velocidade: 53969, Pressão: 254
178,7211, Altura: 70330, Velocidade: 54069, Pressão: 254
179,0545, Altura: 70460, Velocidade: 54169, Pressão: 254
179,3878, Altura: 70590, Velocidade: 54269, Pressão: 254
179,7211, Altura: 70720, Velocidade: 54370, Pressão: 254
180,0545, Altura: 70850, Velocidade: 54470, Pressão: 254
180,3878, Altura: 70980, Velocidade: 54570, Pressão: 254
180,7211, Altura: 71110, Velocidade: 54670, Pressão: 254
181,0545, Altura: 71240, Velocidade: 54770, Pressão: 254
181,3878, Altura: 71370, Velocidade: 54870, Pressão: 254
181,7211, Altura: 71500, Velocidade: 54970, Pressão: 254
182,0545, Altura: 71630, Velocidade: 55071, Pressão: 254
182,3878, Altura: 71760, Velocidade: 55171, Pressão: 254
182,7211, Altura: 71890, Velocidade: 55271, Pressão: 254
183,0545, Altura: 72020, Velocidade: 55371, Pressão: 254
183,3878, Altura: 72150, Velocidade: 55471, Pressão: 254
183,7211, Altura: 72280, Velocidade: 55571, Pressão: 254
184,0545, Altura: 72410, Velocidade: 55671, Pressão: 254
184,3878, Altura: 72540, Velocidade: 55771, Pressão: 254
184,7211, Altura: 72670, Velocidade: 55872, Pressão: 254
185,0545, Altura: 72800, Velocidade: 55972, Pressão: 254
185,3878, Altura: 72930, Velocidade: 56072, Pressão: 254
185,7211, Altura: 73060, Velocidade: 56172, Pressão: 254
186,0545, Altura: 73190, Velocidade: 56272, Pressão: 254
186,3878, Altura: 73320, Velocidade: 56372, Pressão: 254
186,7211, Altura: 73450, Velocidade: 56472, Pressão: 254
187,0545, Altura: 73580, Velocidade: 56572, Pressão: 254
187,3878, Altura: 73710, Velocidade: 56673, Pressão: 254
187,7211, Altura: 73840, Velocidade: 56773, Pressão: 254
188,0545, Altura: 73970, Velocidade: 56873, Pressão: 254
188,3878, Altura: 74100, Velocidade: 56973, Pressão: 254
188,7211, Altura: 74230, Velocidade: 57073, Pressão: 254
189,0545, Altura: 74360, Velocidade: 57173, Pressão: 254
189,3878, Altura: 74490, Velocidade: 57273, Pressão: 254
189,7211, Altura: 74620, Velocidade: 57373, Pressão: 254
190,0545, Altura: 74750, Velocidade: 57474, Pressão: 254
190,3878, Altura: 74880, Velocidade: 57574, Pressão: 254
190,7211, Altura: 75010, Velocidade: 57674, Pressão: 254
191,0545, Altura: 75140, Velocidade: 57774, Pressão: 254
191,3878, Altura: 75270, Velocidade: 57874, Pressão: 254
191,7211, Altura: 75400, Velocidade: 57974, Pressão: 254
192,0545, Altura: 75530, Velocidade: 58074, Pressão: 254
192,3878, Altura: 75660, Velocidade: 58175, Pressão: 254
192,7211, Altura: 75790, Velocidade: 58275, Pressão: 254
193,0545, Altura: 75920, Velocidade: 58375, Pressão: 254
193,3878, Altura: 76050, Velocidade: 58475, Pressão: 254
193,7211, Altura: 76180, Velocidade: 58575, Pressão: 254
194,0545, Altura: 76310, Velocidade: 58675, Pressão: 254
194,3878, Altura: 76440, Velocidade: 58775, Pressão: 254
194,7211, Altura: 76570, Velocidade: 58875, Pressão: 254
195,0545, Altura: 76700, Velocidade: 58976, Pressão: 254
195,3878, Altura: 76830, Velocidade: 59076, Pressão: 254
195,7211, Altura: 76960, Velocidade: 59176, Pressão: 254
196,0545, Altura: 77090, Velocidade: 59276, Pressão: 254
196,3878, Altura: 77220, Velocidade: 59376, Pressão: 254
196,7211, Altura: 77350, Velocidade: 59476, Pressão: 254
197,0545, Altura: 77480, Velocidade: 59576, Pressão: 254
197,3878, Altura: 77610, Velocidade: 59677, Pressão: 254
197,7211, Altura: 77740, Velocidade: 59777, Pressão: 254
198,0545, Altura: 77870, Velocidade: 59877, Pressão: 254
198,3878, Altura: 78000, Velocidade: 59977, Pressão: 254
198,7211, Altura: 78130, Velocidade: 60077, Pressão: 254
199,0545, Altura: 78260, Velocidade: 60177, Pressão: 254
199,3878, Altura: 78390, Velocidade: 60277, Pressão: 254
199,7211, Altura: 78520, Velocidade: 60377, Pressão: 254
200,0545, Altura: 78650, Velocidade: 60478, Pressão: 254
200,3878, Altura: 78780, Velocidade: 60578, Pressão: 254
200,7211, Altura: 78910, Velocidade: 60678, Pressão: 254
201,0545, Altura: 79040, Velocidade: 60778, Pressão: 254
201,3878, Altura: 79170, Velocidade: 60878, Pressão: 254
201,7211, Altura: 79300, Velocidade: 60978, Pressão: 254
202,0545, Altura: 79430, Velocidade: 61078, Pressão: 254
202,3878, Altura: 79560, Velocidade: 61178, Pressão: 254
202,7211, Altura: 79690, Velocidade: 61279, Pressão: 254
203,0545, Altura: 79820, Velocidade: 61379, Pressão: 254
203,3878, Altura: 79950, Velocidade: 61479, Pressão: 254
203,7211, Altura: 80080, Velocidade: 61579, Pressão: 254
204,0545, Altura: 80210, Velocidade: 61679, Pressão: 254
204,3878, Altura: 80340, Velocidade: 61779, Pressão: 254
204,7211, Altura: 80470, Velocidade: 61879, Pressão: 254
205,0545, Altura: 80600, Velocidade: 61979, Pressão: 254
205,3878, Altura: 80730, Velocidade: 62080, Pressão: 254
205,7211, Altura: 80860, Velocidade: 62180, Pressão: 254
206,0545, Altura: 80990, Velocidade: 62280, Pressão: 254
206,3878, Altura: 81120, Velocidade: 62380, Pressão: 254
206,7211, Altura: 81250, Velocidade: 62480, Pressão: 254
207,0545, Altura: 81380, Velocidade: 62580, Pressão: 254
207,3878, Altura: 81510, Velocidade: 62680, Pressão: 254
207,7211, Altura: 81640, Velocidade: 62781, Pressão: 254
208,0545, Altura: 81770, Velocidade: 62881, Pressão: 254
208,3878, Altura: 81900, Velocidade: 62981, Pressão: 254
208,7211, Altura: 82030, Velocidade: 63081, Pressão: 254
209,0545, Altura: 82160, Velocidade: 63181, Pressão: 254
209,3878, Altura: 82290, Velocidade: 63281, Pressão: 254
209,7211, Altura: 82420, Velocidade: 63381, Pressão: 254
210,0545, Altura: 82550, Velocidade: 63481, Pressão: 254
210,3878, Altura: 82680, Velocidade: 63582, Pressão: 254
210,7211, Altura: 82810, Velocidade: 63682, Pressão: 254
211,0545, Altura: 82940, Velocidade: 63782, Pressão: 254
211,3878, Altura: 83070, Velocidade: 63882, Pressão: 254
211,7211, Altura: 83200, Velocidade: 63982, Pressão: 254
212,0545, Altura: 83329, Velocidade: 64082, Pressão: 254
212,3878, Altura: 83459, Velocidade: 64182, Pressão: 254
212,7211, Altura: 83589, Velocidade: 64283, Pressão: 254
213,0545, Altura: 83719, Velocidade: 64383, Pressão: 254
213,3878, Altura: 83849, Velocidade: 64483, Pressão: 254
213,7211, Altura: 83979, Velocidade: 64583, Pressão: 254
214,0545, Altura: 84109, Velocidade: 64683, Pressão: 254
214,3878, Altura: 84239, Velocidade: 64783, Pressão: 254
214,7211, Altura: 84369, Velocidade: 64883, Pressão: 254
215,0545, Altura: 84499, Velocidade: 64983, Pressão: 254
215,3878, Altura: 84629, Velocidade: 65084, Pressão: 254
215,7211, Altura: 84759, Velocidade: 65184, Pressão: 254
216,0545, Altura: 84889, Velocidade: 65284, Pressão: 254
216,3878, Altura: 85019, Velocidade: 65384, Pressão: 254
216,7211, Altura: 85149, Velocidade: 65484, Pressão: 254
217,0545, Altura: 85279, Velocidade: 65584, Pressão: 254
217,3878, Altura: 85409, Velocidade: 65684, Pressão: 254
217,7211, Altura: 85539, Velocidade: 65784, Pressão: 254
218,0545, Altura: 85669, Velocidade: 65885, Pressão: 254
218,3878, Altura: 85799, Velocidade: 65985, Pressão: 254
218,7211, Altura: 85929, Velocidade: 66085, Pressão: 254
219,0545, Altura: 86059, Velocidade: 66185, Pressão: 254
219,3878, Altura: 86189, Velocidade: 66285, Pressão: 254
219,7211, Altura: 86319, Velocidade: 66385, Pressão: 254
220,0545, Altura: 86449, Velocidade: 66485, Pressão: 254
220,3878, Altura: 86579, Velocidade: 66585, Pressão: 254
220,7211, Altura: 86709, Velocidade: 66686, Pressão: 254
221,0545, Altura: 86839, Velocidade: 66786, Pressão: 254
221,3878, Altura: 86969, Velocidade: 66886, Pressão: 254
221,7211, Altura: 87099, Velocidade: 66986, Pressão: 254
222,0545, Altura: 87229, Velocidade: 67086, Pressão: 254
222,3878, Altura: 87359, Velocidade: 67186, Pressão: 254
222,7211, Altura: 87489, Velocidade: 67286, Pressão: 254
223,0545, Altura: 87619, Velocidade: 67386, Pressão: 254
223,3878, Altura: 87749, Velocidade: 67487, Pressão: 254
223,7211, Altura: 87879, Velocidade: 67587, Pressão: 254
224,0545, Altura: 88009, Velocidade: 67687, Pressão: 254
224,3878, Altura: 88139, Velocidade: 67787, Pressão: 254
224,7211, Altura: 88269, Velocidade: 67887, Pressão: 254
225,0545, Altura: 88399, Velocidade: 67987, Pressão: 254
225,3878, Altura: 88529, Velocidade: 68088, Pressão: 254
225,7211, Altura: 88659, Velocidade: 68188, Pressão: 254
226,0545, Altura: 88789, Velocidade: 68288, Pressão: 254
226,3878, Altura: 88919, Velocidade: 68388, Pressão: 254
226,7211, Altura: 89049, Velocidade: 68488, Pressão: 254
227,0545, Altura: 89179, Velocidade: 68588, Pressão: 254
227,3878, Altura: 89309, Velocidade: 68688, Pressão: 254
227,7211, Altura: 89439, Velocidade: 68788, Pressão: 254
228,0545, Altura: 89569, Velocidade: 68889, Pressão: 254
228,3878, Altura: 89699, Velocidade: 68989, Pressão: 254
228,7211, Altura: 89829, Velocidade: 69089, Pressão: 254
229,0545, Altura: 89959, Velocidade: 69189, Pressão: 254
229,3878, Altura: 90089, Velocidade: 69289, Pressão: 254
229,7211, Altura: 90219, Velocidade: 69389, Pressão: 254
230,0545, Altura: 90349, Velocidade: 69489, Pressão: 254
230,3878, Altura: 90479, Velocidade: 69590, Pressão: 254
230,7211, Altura: 90609, Velocidade: 69690, Pressão: 254
231,0545, Altura: 90739, Velocidade: 69790, Pressão: 254
231,3878, Altura: 90869, Velocidade: 69890, Pressão: 254
231,7211, Altura: 90999, Velocidade: 69990, Pressão: 254
232,0545, Altura: 91129, Velocidade: 70090, Pressão: 254
232,3878, Altura: 91259, Velocidade: 70190, Pressão: 254
232,7211, Altura: 91389, Velocidade: 70290, Pressão: 254
233,0545, Altura: 91519, Velocidade: 70390, Pressão: 254
233,3878, Altura: 91649, Velocidade: 70491, Pressão: 254
233,7211, Altura: 91779, Velocidade: 70591, Pressão: 254
234,0545, Altura: 91909, Velocidade: 70691, Pressão: 254
234,3878, Altura: 92039, Velocidade: 70791, Pressão: 254
234,7211, Altura: 92169, Velocidade: 70891, Pressão: 254
235,0545, Altura: 92299, Velocidade: 70991, Pressão: 254
235,3878, Altura: 92429, Velocidade: 71091, Pressão: 254
235,7211, Altura: 92559, Velocidade: 71191, Pressão: 254
236,0545, Altura: 92689, Velocidade: 71292, Pressão: 254
236,3878, Altura: 92819, Velocidade: 71392, Pressão: 254
236,7211, Altura: 92949, Velocidade: 71492, Pressão: 254
237,0545, Altura: 93079, Velocidade: 71592, Pressão: 254
237,3878, Altura: 93209, Velocidade: 71692, Pressão: 254
237,7211, Altura: 93339, Velocidade: 71792, Pressão: 254
238,0545, Altura: 93469, Velocidade: 71892, Pressão: 254
238,3878, Altura: 93599, Velocidade: 71993, Pressão: 254
238,7211, Altura: 93729, Velocidade: 72093, Pressão: 254
239,0545, Altura: 93859, Velocidade: 72193, Pressão: 254
239,3878, Altura: 93989, Velocidade: 72293, Pressão: 254
239,7211, Altura: 94119, Velocidade: 72393, Pressão: 254
240,0545, Altura: 94249, Velocidade: 72493, Pressão: 254
240,3878, Altura: 94379, Velocidade: 72593, Pressão: 254
240,7211, Altura: 94509, Velocidade: 72694, Pressão: 254
241,0545, Altura: 94639, Velocidade: 72794, Pressão: 254
241,3878, Altura: 94769, Velocidade: 72894, Pressão: 254
241,7211, Altura: 94899, Velocidade: 72994, Pressão: 254
242,0545, Altura: 95029, Velocidade: 73094, Pressão: 254
242,3878, Altura: 95159, Velocidade: 73194, Pressão: 254
